company_name,booking_date,Air,Express,International,Surface,lag_1_Air,lag_7_Air,roll_7_Air,lag_1_Express,lag_7_Express,roll_7_Express,lag_1_International,lag_7_International,roll_7_International,lag_1_Surface,lag_7_Surface,roll_7_Surface,day_of_week,day,month,company_encoded,target_Air,target_Express,target_International,target_Surface
BlueDart,2023-12-19,6,2,1,7,6,5.0,3.2857142857142856,2,2.0,1.4285714285714286,1,1.0,0.8571428571428571,7,6.0,6.285714285714286,1,19,12,0,2.0,2.0,0.0,10.0
BlueDart,2023-12-20,2,2,0,10,2,6.0,2.857142857142857,2,2.0,1.4285714285714286,0,1.0,0.7142857142857143,10,10.0,6.857142857142857,2,20,12,0,5.0,1.0,2.0,3.0
BlueDart,2023-12-21,5,1,2,3,5,2.0,2.7142857142857144,1,1.0,1.2857142857142858,2,0.0,0.8571428571428571,3,3.0,5.857142857142857,3,21,12,0,2.0,1.0,0.0,4.0
BlueDart,2023-12-22,2,1,0,4,2,0.0,2.7142857142857144,1,0.0,1.2857142857142858,0,3.0,0.8571428571428571,4,10.0,6.0,4,22,12,0,4.0,3.0,0.0,5.0
BlueDart,2023-12-23,4,3,0,5,4,1.0,3.2857142857142856,3,2.0,1.7142857142857142,0,0.0,0.42857142857142855,5,6.0,5.285714285714286,5,23,12,0,5.0,5.0,0.0,7.0
BlueDart,2023-12-24,5,5,0,7,5,3.0,3.857142857142857,5,1.0,2.142857142857143,0,0.0,0.42857142857142855,7,2.0,5.428571428571429,6,24,12,0,1.0,0.0,0.0,3.0
BlueDart,2023-12-25,1,0,0,3,1,6.0,3.5714285714285716,0,2.0,2.0,0,1.0,0.42857142857142855,3,7.0,5.571428571428571,0,25,12,0,4.0,3.0,0.0,5.0
BlueDart,2023-12-26,4,3,0,5,4,2.0,3.2857142857142856,3,2.0,2.142857142857143,0,0.0,0.2857142857142857,5,10.0,5.285714285714286,1,26,12,0,1.0,0.0,2.0,5.0
BlueDart,2023-12-27,1,0,2,5,1,5.0,3.142857142857143,0,1.0,1.8571428571428572,2,2.0,0.5714285714285714,5,3.0,4.571428571428571,2,27,12,0,1.0,2.0,0.0,6.0
BlueDart,2023-12-28,1,2,0,6,1,2.0,2.5714285714285716,2,1.0,2.0,0,0.0,0.2857142857142857,6,4.0,5.0,3,28,12,0,6.0,3.0,0.0,7.0
BlueDart,2023-12-29,6,3,0,7,6,4.0,3.142857142857143,3,3.0,2.2857142857142856,0,0.0,0.2857142857142857,7,5.0,5.428571428571429,4,29,12,0,2.0,2.0,0.0,5.0
BlueDart,2023-12-30,2,2,0,5,2,5.0,2.857142857142857,2,5.0,2.142857142857143,0,0.0,0.2857142857142857,5,7.0,5.428571428571429,5,30,12,0,3.0,0.0,1.0,3.0
BlueDart,2023-12-31,3,0,1,3,3,1.0,2.5714285714285716,0,0.0,1.4285714285714286,1,0.0,0.42857142857142855,3,3.0,4.857142857142857,6,31,12,0,2.0,2.0,0.0,5.0
BlueDart,2024-01-01,2,2,0,5,2,4.0,2.7142857142857144,2,3.0,1.7142857142857142,0,0.0,0.42857142857142855,5,5.0,5.142857142857143,0,1,1,0,4.0,6.0,0.0,5.0
BlueDart,2024-01-02,4,6,0,5,4,1.0,2.7142857142857144,6,0.0,2.142857142857143,0,2.0,0.42857142857142855,5,5.0,5.142857142857143,1,2,1,0,3.0,0.0,0.0,2.0
BlueDart,2024-01-03,3,0,0,2,3,1.0,3.0,0,2.0,2.142857142857143,0,0.0,0.14285714285714285,2,6.0,4.714285714285714,2,3,1,0,5.0,1.0,1.0,4.0
BlueDart,2024-01-04,5,1,1,4,5,6.0,3.5714285714285716,1,3.0,2.0,1,0.0,0.2857142857142857,4,7.0,4.428571428571429,3,4,1,0,5.0,2.0,1.0,2.0
BlueDart,2024-01-05,5,2,1,2,5,2.0,3.4285714285714284,2,2.0,1.8571428571428572,1,0.0,0.42857142857142855,2,5.0,3.7142857142857144,4,5,1,0,6.0,2.0,0.0,7.0
BlueDart,2024-01-06,6,2,0,7,6,3.0,4.0,2,0.0,1.8571428571428572,0,1.0,0.42857142857142855,7,3.0,4.0,5,6,1,0,2.0,0.0,1.0,9.0
BlueDart,2024-01-07,2,0,1,9,2,2.0,3.857142857142857,0,2.0,1.8571428571428572,1,0.0,0.42857142857142855,9,5.0,4.857142857142857,6,7,1,0,4.0,0.0,1.0,2.0
BlueDart,2024-01-08,4,0,1,2,4,4.0,4.142857142857143,0,6.0,1.5714285714285714,1,0.0,0.5714285714285714,2,5.0,4.428571428571429,0,8,1,0,6.0,0.0,1.0,5.0
BlueDart,2024-01-09,6,0,1,5,6,3.0,4.428571428571429,0,0.0,0.7142857142857143,1,0.0,0.7142857142857143,5,2.0,4.428571428571429,1,9,1,0,5.0,0.0,1.0,5.0
BlueDart,2024-01-10,5,0,1,5,5,5.0,4.714285714285714,0,1.0,0.7142857142857143,1,1.0,0.8571428571428571,5,4.0,4.857142857142857,2,10,1,0,6.0,2.0,0.0,0.0
BlueDart,2024-01-11,6,2,0,0,6,5.0,4.857142857142857,2,2.0,0.8571428571428571,0,1.0,0.7142857142857143,0,2.0,4.285714285714286,3,11,1,0,8.0,2.0,1.0,7.0
BlueDart,2024-01-12,8,2,1,7,8,6.0,5.285714285714286,2,2.0,0.8571428571428571,1,0.0,0.7142857142857143,7,7.0,5.0,4,12,1,0,6.0,2.0,1.0,8.0
BlueDart,2024-01-13,6,2,1,8,6,2.0,5.285714285714286,2,0.0,0.8571428571428571,1,1.0,0.8571428571428571,8,9.0,5.142857142857143,5,13,1,0,6.0,4.0,2.0,6.0
BlueDart,2024-01-14,6,4,2,6,6,4.0,5.857142857142857,4,0.0,1.4285714285714286,2,1.0,1.0,6,2.0,4.714285714285714,6,14,1,0,4.0,2.0,0.0,4.0
BlueDart,2024-01-15,4,2,0,4,4,6.0,5.857142857142857,2,0.0,1.7142857142857142,0,1.0,0.8571428571428571,4,5.0,5.0,0,15,1,0,6.0,3.0,2.0,2.0
BlueDart,2024-01-16,6,3,2,2,6,5.0,5.857142857142857,3,0.0,2.142857142857143,2,1.0,1.0,2,5.0,4.571428571428571,1,16,1,0,4.0,0.0,0.0,3.0
BlueDart,2024-01-17,4,0,0,3,4,6.0,5.714285714285714,0,2.0,2.142857142857143,0,0.0,0.8571428571428571,3,0.0,4.285714285714286,2,17,1,0,4.0,3.0,1.0,7.0
BlueDart,2024-01-18,4,3,1,7,4,8.0,5.428571428571429,3,2.0,2.2857142857142856,1,1.0,1.0,7,7.0,5.285714285714286,3,18,1,0,4.0,2.0,2.0,4.0
BlueDart,2024-01-19,4,2,2,4,4,6.0,4.857142857142857,2,2.0,2.2857142857142856,2,1.0,1.1428571428571428,4,8.0,4.857142857142857,4,19,1,0,4.0,0.0,0.0,7.0
BlueDart,2024-01-20,4,0,0,7,4,6.0,4.571428571428571,0,4.0,2.0,0,2.0,1.0,7,6.0,4.714285714285714,5,20,1,0,1.0,2.0,0.0,7.0
BlueDart,2024-01-21,1,2,0,7,1,4.0,3.857142857142857,2,2.0,1.7142857142857142,0,0.0,0.7142857142857143,7,4.0,4.857142857142857,6,21,1,0,2.0,2.0,1.0,3.0
BlueDart,2024-01-22,2,2,1,3,2,6.0,3.5714285714285716,2,3.0,1.7142857142857142,1,2.0,0.8571428571428571,3,2.0,4.714285714285714,0,22,1,0,6.0,0.0,2.0,5.0
BlueDart,2024-01-23,6,0,2,5,6,4.0,3.5714285714285716,0,0.0,1.2857142857142858,2,0.0,0.8571428571428571,5,3.0,5.142857142857143,1,23,1,0,4.0,2.0,2.0,2.0
BlueDart,2024-01-24,4,2,2,2,4,4.0,3.5714285714285716,2,3.0,1.5714285714285714,2,1.0,1.1428571428571428,2,7.0,5.0,2,24,1,0,3.0,1.0,0.0,3.0
BlueDart,2024-01-25,3,1,0,3,3,4.0,3.4285714285714284,1,2.0,1.2857142857142858,0,2.0,1.0,3,4.0,4.428571428571429,3,25,1,0,4.0,3.0,1.0,4.0
BlueDart,2024-01-26,4,3,1,4,4,4.0,3.4285714285714284,3,0.0,1.4285714285714286,1,0.0,0.8571428571428571,4,7.0,4.428571428571429,4,26,1,0,3.0,2.0,0.0,2.0
BlueDart,2024-01-27,3,2,0,2,3,1.0,3.2857142857142856,2,2.0,1.7142857142857142,0,0.0,0.8571428571428571,2,7.0,3.7142857142857144,5,27,1,0,7.0,3.0,1.0,4.0
BlueDart,2024-01-28,7,3,1,4,7,2.0,4.142857142857143,3,2.0,1.8571428571428572,1,1.0,1.0,4,3.0,3.2857142857142856,6,28,1,0,5.0,1.0,1.0,5.0
BlueDart,2024-01-29,5,1,1,5,5,6.0,4.571428571428571,1,0.0,1.7142857142857142,1,2.0,1.0,5,5.0,3.5714285714285716,0,29,1,0,4.0,3.0,2.0,4.0
BlueDart,2024-01-30,4,3,2,4,4,4.0,4.285714285714286,3,2.0,2.142857142857143,2,2.0,1.0,4,2.0,3.4285714285714284,1,30,1,0,1.0,3.0,2.0,3.0
BlueDart,2024-01-31,1,3,2,3,1,3.0,3.857142857142857,3,1.0,2.2857142857142856,2,0.0,1.0,3,3.0,3.5714285714285716,2,31,1,0,3.0,1.0,0.0,6.0
BlueDart,2024-02-01,3,1,0,6,3,4.0,3.857142857142857,1,3.0,2.2857142857142856,0,1.0,1.0,6,4.0,4.0,3,1,2,0,2.0,0.0,0.0,7.0
BlueDart,2024-02-02,2,0,0,7,2,3.0,3.5714285714285716,0,2.0,1.8571428571428572,0,0.0,0.8571428571428571,7,2.0,4.428571428571429,4,2,2,0,3.0,3.0,0.0,9.0
BlueDart,2024-02-03,3,3,0,9,3,7.0,3.5714285714285716,3,3.0,2.0,0,1.0,0.8571428571428571,9,4.0,5.428571428571429,5,3,2,0,6.0,3.0,0.0,5.0
BlueDart,2024-02-04,6,3,0,5,6,5.0,3.4285714285714284,3,1.0,2.0,0,1.0,0.7142857142857143,5,5.0,5.571428571428571,6,4,2,0,1.0,3.0,0.0,4.0
BlueDart,2024-02-05,1,3,0,4,1,4.0,2.857142857142857,3,3.0,2.2857142857142856,0,2.0,0.5714285714285714,4,4.0,5.428571428571429,0,5,2,0,3.0,2.0,2.0,2.0
BlueDart,2024-02-06,3,2,2,2,3,1.0,2.7142857142857144,2,3.0,2.142857142857143,2,2.0,0.5714285714285714,2,3.0,5.142857142857143,1,6,2,0,4.0,3.0,0.0,3.0
BlueDart,2024-02-07,4,3,0,3,4,3.0,3.142857142857143,3,1.0,2.142857142857143,0,0.0,0.2857142857142857,3,6.0,5.142857142857143,2,7,2,0,4.0,0.0,1.0,5.0
BlueDart,2024-02-08,4,0,1,5,4,2.0,3.2857142857142856,0,0.0,2.0,1,0.0,0.42857142857142855,5,7.0,5.0,3,8,2,0,4.0,5.0,0.0,4.0
BlueDart,2024-02-09,4,5,0,4,4,3.0,3.5714285714285716,5,3.0,2.7142857142857144,0,0.0,0.42857142857142855,4,9.0,4.571428571428571,4,9,2,0,5.0,2.0,0.0,3.0
BlueDart,2024-02-10,5,2,0,3,5,6.0,3.857142857142857,2,3.0,2.5714285714285716,0,0.0,0.42857142857142855,3,5.0,3.7142857142857144,5,10,2,0,6.0,1.0,0.0,9.0
BlueDart,2024-02-11,6,1,0,9,6,1.0,3.857142857142857,1,3.0,2.2857142857142856,0,0.0,0.42857142857142855,9,4.0,4.285714285714286,6,11,2,0,7.0,2.0,1.0,10.0
BlueDart,2024-02-12,7,2,1,10,7,3.0,4.714285714285714,2,2.0,2.142857142857143,1,2.0,0.5714285714285714,10,2.0,5.142857142857143,0,12,2,0,3.0,5.0,0.0,6.0
BlueDart,2024-02-13,3,5,0,6,3,4.0,4.714285714285714,5,3.0,2.5714285714285716,0,0.0,0.2857142857142857,6,3.0,5.714285714285714,1,13,2,0,6.0,3.0,0.0,3.0
BlueDart,2024-02-14,6,3,0,3,6,4.0,5.0,3,0.0,2.5714285714285716,0,1.0,0.2857142857142857,3,5.0,5.714285714285714,2,14,2,0,1.0,2.0,0.0,4.0
BlueDart,2024-02-15,1,2,0,4,1,4.0,4.571428571428571,2,5.0,2.857142857142857,0,0.0,0.14285714285714285,4,4.0,5.571428571428571,3,15,2,0,3.0,4.0,0.0,5.0
BlueDart,2024-02-16,3,4,0,5,3,5.0,4.428571428571429,4,2.0,2.7142857142857144,0,0.0,0.14285714285714285,5,3.0,5.714285714285714,4,16,2,0,2.0,4.0,0.0,4.0
BlueDart,2024-02-17,2,4,0,4,2,6.0,4.0,4,1.0,3.0,0,0.0,0.14285714285714285,4,9.0,5.857142857142857,5,17,2,0,4.0,0.0,1.0,4.0
BlueDart,2024-02-18,4,0,1,4,4,7.0,3.7142857142857144,0,2.0,2.857142857142857,1,1.0,0.2857142857142857,4,10.0,5.142857142857143,6,18,2,0,3.0,3.0,0.0,6.0
BlueDart,2024-02-19,3,3,0,6,3,3.0,3.142857142857143,3,5.0,3.0,0,0.0,0.14285714285714285,6,6.0,4.571428571428571,0,19,2,0,6.0,0.0,0.0,5.0
BlueDart,2024-02-20,6,0,0,5,6,6.0,3.5714285714285716,0,3.0,2.2857142857142856,0,0.0,0.14285714285714285,5,3.0,4.428571428571429,1,20,2,0,1.0,4.0,1.0,3.0
BlueDart,2024-02-21,1,4,1,3,1,1.0,2.857142857142857,4,2.0,2.4285714285714284,1,0.0,0.2857142857142857,3,4.0,4.428571428571429,2,21,2,0,4.0,1.0,2.0,8.0
BlueDart,2024-02-22,4,1,2,8,4,3.0,3.2857142857142856,1,4.0,2.2857142857142856,2,0.0,0.5714285714285714,8,5.0,5.0,3,22,2,0,2.0,1.0,0.0,3.0
BlueDart,2024-02-23,2,1,0,3,2,2.0,3.142857142857143,1,4.0,1.8571428571428572,0,0.0,0.5714285714285714,3,4.0,4.714285714285714,4,23,2,0,4.0,2.0,1.0,4.0
BlueDart,2024-02-24,4,2,1,4,4,4.0,3.4285714285714284,2,0.0,1.5714285714285714,1,1.0,0.7142857142857143,4,4.0,4.714285714285714,5,24,2,0,8.0,2.0,1.0,7.0
BlueDart,2024-02-25,8,2,1,7,8,3.0,4.0,2,3.0,1.8571428571428572,1,0.0,0.7142857142857143,7,6.0,5.142857142857143,6,25,2,0,6.0,0.0,1.0,4.0
BlueDart,2024-02-26,6,0,1,4,6,6.0,4.428571428571429,0,0.0,1.4285714285714286,1,0.0,0.8571428571428571,4,5.0,4.857142857142857,0,26,2,0,2.0,1.0,0.0,5.0
BlueDart,2024-02-27,2,1,0,5,2,1.0,3.857142857142857,1,4.0,1.5714285714285714,0,1.0,0.8571428571428571,5,3.0,4.857142857142857,1,27,2,0,6.0,2.0,0.0,4.0
BlueDart,2024-02-28,6,2,0,4,6,4.0,4.571428571428571,2,1.0,1.2857142857142858,0,2.0,0.7142857142857143,4,8.0,5.0,2,28,2,0,2.0,3.0,1.0,2.0
BlueDart,2024-02-29,2,3,1,2,2,2.0,4.285714285714286,3,1.0,1.5714285714285714,1,0.0,0.5714285714285714,2,3.0,4.142857142857143,3,29,2,0,4.0,3.0,0.0,9.0
BlueDart,2024-03-01,4,3,0,9,4,4.0,4.571428571428571,3,2.0,1.8571428571428572,0,1.0,0.5714285714285714,9,4.0,5.0,4,1,3,0,0.0,3.0,0.0,8.0
BlueDart,2024-03-02,0,3,0,8,0,8.0,4.0,3,2.0,2.0,0,1.0,0.42857142857142855,8,7.0,5.571428571428571,5,2,3,0,2.0,3.0,2.0,6.0
BlueDart,2024-03-03,2,3,2,6,2,6.0,3.142857142857143,3,0.0,2.142857142857143,2,1.0,0.5714285714285714,6,4.0,5.428571428571429,6,3,3,0,8.0,1.0,0.0,1.0
BlueDart,2024-03-04,8,1,0,1,8,2.0,3.4285714285714284,1,1.0,2.2857142857142856,0,0.0,0.42857142857142855,1,5.0,5.0,0,4,3,0,2.0,0.0,0.0,6.0
BlueDart,2024-03-05,2,0,0,6,2,6.0,3.4285714285714284,0,2.0,2.142857142857143,0,0.0,0.42857142857142855,6,4.0,5.142857142857143,1,5,3,0,4.0,3.0,0.0,6.0
BlueDart,2024-03-06,4,3,0,6,4,2.0,3.142857142857143,3,3.0,2.2857142857142856,0,1.0,0.42857142857142855,6,2.0,5.428571428571429,2,6,3,0,4.0,4.0,1.0,5.0
BlueDart,2024-03-07,4,4,1,5,4,4.0,3.4285714285714284,4,3.0,2.4285714285714284,1,0.0,0.42857142857142855,5,9.0,5.857142857142857,3,7,3,0,3.0,4.0,0.0,1.0
BlueDart,2024-03-08,3,4,0,1,3,0.0,3.2857142857142856,4,3.0,2.5714285714285716,0,0.0,0.42857142857142855,1,8.0,4.714285714285714,4,8,3,0,3.0,0.0,1.0,6.0
BlueDart,2024-03-09,3,0,1,6,3,2.0,3.7142857142857144,0,3.0,2.142857142857143,1,2.0,0.5714285714285714,6,6.0,4.428571428571429,5,9,3,0,3.0,1.0,1.0,4.0
BlueDart,2024-03-10,3,1,1,4,3,8.0,3.857142857142857,1,1.0,1.8571428571428572,1,0.0,0.42857142857142855,4,1.0,4.142857142857143,6,10,3,0,10.0,1.0,1.0,11.0
BlueDart,2024-03-11,10,1,1,11,10,2.0,4.142857142857143,1,0.0,1.8571428571428572,1,0.0,0.5714285714285714,11,6.0,5.571428571428571,0,11,3,0,3.0,3.0,0.0,5.0
BlueDart,2024-03-12,3,3,0,5,3,4.0,4.285714285714286,3,3.0,2.2857142857142856,0,0.0,0.5714285714285714,5,6.0,5.428571428571429,1,12,3,0,3.0,2.0,1.0,8.0
BlueDart,2024-03-13,3,2,1,8,3,4.0,4.142857142857143,2,4.0,2.142857142857143,1,1.0,0.7142857142857143,8,5.0,5.714285714285714,2,13,3,0,5.0,2.0,0.0,2.0
BlueDart,2024-03-14,5,2,0,2,5,3.0,4.285714285714286,2,4.0,1.8571428571428572,0,0.0,0.5714285714285714,2,1.0,5.285714285714286,3,14,3,0,5.0,5.0,0.0,6.0
BlueDart,2024-03-15,5,5,0,6,5,3.0,4.571428571428571,5,0.0,2.0,0,1.0,0.5714285714285714,6,6.0,6.0,4,15,3,0,0.0,2.0,1.0,3.0
BlueDart,2024-03-16,0,2,1,3,0,3.0,4.142857142857143,2,1.0,2.2857142857142856,1,1.0,0.5714285714285714,3,4.0,5.571428571428571,5,16,3,0,0.0,3.0,0.0,2.0
BlueDart,2024-03-17,0,3,0,2,0,10.0,3.7142857142857144,3,1.0,2.5714285714285716,0,1.0,0.42857142857142855,2,11.0,5.285714285714286,6,17,3,0,1.0,3.0,1.0,2.0
BlueDart,2024-03-18,1,3,1,2,1,3.0,2.4285714285714284,3,3.0,2.857142857142857,1,0.0,0.42857142857142855,2,5.0,4.0,0,18,3,0,2.0,3.0,1.0,3.0
BlueDart,2024-03-19,2,3,1,3,2,3.0,2.2857142857142856,3,2.0,2.857142857142857,1,1.0,0.5714285714285714,3,8.0,3.7142857142857144,1,19,3,0,4.0,3.0,1.0,4.0
BlueDart,2024-03-20,4,3,1,4,4,5.0,2.4285714285714284,3,2.0,3.0,1,0.0,0.5714285714285714,4,2.0,3.142857142857143,2,20,3,0,1.0,2.0,0.0,1.0
BlueDart,2024-03-21,1,2,0,1,1,5.0,1.8571428571428572,2,5.0,3.0,0,0.0,0.5714285714285714,1,6.0,3.0,3,21,3,0,5.0,0.0,1.0,5.0
BlueDart,2024-03-22,5,0,1,5,5,0.0,1.8571428571428572,0,2.0,2.2857142857142856,1,1.0,0.7142857142857143,5,3.0,2.857142857142857,4,22,3,0,2.0,3.0,1.0,4.0
BlueDart,2024-03-23,2,3,1,4,2,0.0,2.142857142857143,3,3.0,2.4285714285714284,1,0.0,0.7142857142857143,4,2.0,3.0,5,23,3,0,2.0,2.0,0.0,8.0
BlueDart,2024-03-24,2,2,0,8,2,1.0,2.4285714285714284,2,3.0,2.2857142857142856,0,1.0,0.7142857142857143,8,2.0,3.857142857142857,6,24,3,0,3.0,0.0,1.0,4.0
BlueDart,2024-03-25,3,0,1,4,3,2.0,2.7142857142857144,0,3.0,1.8571428571428572,1,1.0,0.7142857142857143,4,3.0,4.142857142857143,0,25,3,0,6.0,3.0,0.0,2.0
BlueDart,2024-03-26,6,3,0,2,6,4.0,3.2857142857142856,3,3.0,1.8571428571428572,0,1.0,0.5714285714285714,2,4.0,4.0,1,26,3,0,4.0,2.0,0.0,1.0
BlueDart,2024-03-27,4,2,0,1,4,1.0,3.2857142857142856,2,2.0,1.7142857142857142,0,0.0,0.42857142857142855,1,1.0,3.5714285714285716,2,27,3,0,3.0,1.0,0.0,5.0
BlueDart,2024-03-28,3,1,0,5,3,5.0,3.5714285714285716,1,0.0,1.5714285714285714,0,1.0,0.42857142857142855,5,5.0,4.142857142857143,3,28,3,0,1.0,1.0,1.0,6.0
BlueDart,2024-03-29,1,1,1,6,1,2.0,3.0,1,3.0,1.7142857142857142,1,1.0,0.42857142857142855,6,4.0,4.285714285714286,4,29,3,0,4.0,3.0,0.0,3.0
BlueDart,2024-03-30,4,3,0,3,4,2.0,3.2857142857142856,3,2.0,1.7142857142857142,0,0.0,0.2857142857142857,3,8.0,4.142857142857143,5,30,3,0,3.0,2.0,0.0,4.0
BlueDart,2024-03-31,3,2,0,4,3,3.0,3.4285714285714284,2,0.0,1.7142857142857142,0,1.0,0.2857142857142857,4,4.0,3.5714285714285716,6,31,3,0,6.0,1.0,1.0,6.0
BlueDart,2024-04-01,6,1,1,6,6,6.0,3.857142857142857,1,3.0,1.8571428571428572,1,0.0,0.2857142857142857,6,2.0,3.857142857142857,0,1,4,0,7.0,1.0,1.0,3.0
BlueDart,2024-04-02,7,1,1,3,7,4.0,4.0,1,2.0,1.5714285714285714,1,0.0,0.42857142857142855,3,1.0,4.0,1,2,4,0,3.0,3.0,0.0,7.0
BlueDart,2024-04-03,3,3,0,7,3,3.0,3.857142857142857,3,1.0,1.7142857142857142,0,0.0,0.42857142857142855,7,5.0,4.857142857142857,2,3,4,0,4.0,1.0,0.0,5.0
BlueDart,2024-04-04,4,1,0,5,4,1.0,4.0,1,1.0,1.7142857142857142,0,1.0,0.42857142857142855,5,6.0,4.857142857142857,3,4,4,0,4.0,0.0,0.0,4.0
BlueDart,2024-04-05,4,0,0,4,4,4.0,4.428571428571429,0,3.0,1.5714285714285714,0,0.0,0.2857142857142857,4,3.0,4.571428571428571,4,5,4,0,7.0,2.0,1.0,1.0
BlueDart,2024-04-06,7,2,1,1,7,3.0,4.857142857142857,2,2.0,1.4285714285714286,1,0.0,0.42857142857142855,1,4.0,4.285714285714286,5,6,4,0,3.0,2.0,0.0,4.0
BlueDart,2024-04-07,3,2,0,4,3,6.0,4.857142857142857,2,1.0,1.4285714285714286,0,1.0,0.42857142857142855,4,6.0,4.285714285714286,6,7,4,0,5.0,3.0,0.0,1.0
BlueDart,2024-04-08,5,3,0,1,5,7.0,4.714285714285714,3,1.0,1.7142857142857142,0,1.0,0.2857142857142857,1,3.0,3.5714285714285716,0,8,4,0,5.0,0.0,1.0,6.0
BlueDart,2024-04-09,5,0,1,6,5,3.0,4.428571428571429,0,3.0,1.5714285714285714,1,0.0,0.2857142857142857,6,7.0,4.0,1,9,4,0,0.0,1.0,1.0,5.0
BlueDart,2024-04-10,0,1,1,5,0,4.0,4.0,1,1.0,1.2857142857142858,1,0.0,0.42857142857142855,5,5.0,3.7142857142857144,2,10,4,0,3.0,2.0,0.0,5.0
BlueDart,2024-04-11,3,2,0,5,3,4.0,3.857142857142857,2,0.0,1.4285714285714286,0,0.0,0.42857142857142855,5,4.0,3.7142857142857144,3,11,4,0,7.0,0.0,0.0,2.0
BlueDart,2024-04-12,7,0,0,2,7,7.0,4.285714285714286,0,2.0,1.4285714285714286,0,1.0,0.42857142857142855,2,1.0,3.4285714285714284,4,12,4,0,2.0,2.0,1.0,4.0
BlueDart,2024-04-13,2,2,1,4,2,3.0,3.5714285714285716,2,2.0,1.4285714285714286,1,0.0,0.42857142857142855,4,4.0,3.857142857142857,5,13,4,0,10.0,3.0,0.0,3.0
BlueDart,2024-04-14,10,3,0,3,10,5.0,4.571428571428571,3,3.0,1.5714285714285714,0,0.0,0.42857142857142855,3,1.0,3.7142857142857144,6,14,4,0,5.0,1.0,0.0,4.0
BlueDart,2024-04-15,5,1,0,4,5,5.0,4.571428571428571,1,0.0,1.2857142857142858,0,1.0,0.42857142857142855,4,6.0,4.142857142857143,0,15,4,0,2.0,1.0,0.0,4.0
BlueDart,2024-04-16,2,1,0,4,2,0.0,4.142857142857143,1,1.0,1.4285714285714286,0,1.0,0.2857142857142857,4,5.0,3.857142857142857,1,16,4,0,3.0,1.0,0.0,6.0
BlueDart,2024-04-17,3,1,0,6,3,3.0,4.571428571428571,1,2.0,1.4285714285714286,0,0.0,0.14285714285714285,6,5.0,4.0,2,17,4,0,5.0,2.0,1.0,5.0
BlueDart,2024-04-18,5,2,1,5,5,7.0,4.857142857142857,2,0.0,1.4285714285714286,1,0.0,0.2857142857142857,5,2.0,4.0,3,18,4,0,8.0,1.0,1.0,9.0
BlueDart,2024-04-19,8,1,1,9,8,2.0,5.0,1,2.0,1.5714285714285714,1,1.0,0.42857142857142855,9,4.0,5.0,4,19,4,0,2.0,0.0,0.0,4.0
BlueDart,2024-04-20,2,0,0,4,2,10.0,5.0,0,3.0,1.2857142857142858,0,0.0,0.2857142857142857,4,3.0,5.0,5,20,4,0,3.0,2.0,0.0,9.0
BlueDart,2024-04-21,3,2,0,9,3,5.0,4.0,2,1.0,1.1428571428571428,0,0.0,0.2857142857142857,9,4.0,5.857142857142857,6,21,4,0,7.0,0.0,0.0,6.0
BlueDart,2024-04-22,7,0,0,6,7,2.0,4.285714285714286,0,1.0,1.0,0,0.0,0.2857142857142857,6,4.0,6.142857142857143,0,22,4,0,1.0,1.0,0.0,11.0
BlueDart,2024-04-23,1,1,0,11,1,3.0,4.142857142857143,1,1.0,1.0,0,0.0,0.2857142857142857,11,6.0,7.142857142857143,1,23,4,0,8.0,1.0,0.0,4.0
BlueDart,2024-04-24,8,1,0,4,8,5.0,4.857142857142857,1,2.0,1.0,0,1.0,0.2857142857142857,4,5.0,6.857142857142857,2,24,4,0,7.0,1.0,0.0,1.0
BlueDart,2024-04-25,7,1,0,1,7,8.0,5.142857142857143,1,1.0,0.8571428571428571,0,1.0,0.14285714285714285,1,9.0,6.285714285714286,3,25,4,0,6.0,0.0,1.0,7.0
BlueDart,2024-04-26,6,0,1,7,6,2.0,4.857142857142857,0,0.0,0.7142857142857143,1,0.0,0.14285714285714285,7,4.0,6.0,4,26,4,0,3.0,1.0,0.0,9.0
BlueDart,2024-04-27,3,1,0,9,3,3.0,5.0,1,2.0,0.8571428571428571,0,0.0,0.14285714285714285,9,9.0,6.714285714285714,5,27,4,0,5.0,3.0,0.0,4.0
BlueDart,2024-04-28,5,3,0,4,5,7.0,5.285714285714286,3,0.0,1.0,0,0.0,0.14285714285714285,4,6.0,6.0,6,28,4,0,3.0,2.0,1.0,8.0
BlueDart,2024-04-29,3,2,1,8,3,1.0,4.714285714285714,2,1.0,1.2857142857142858,1,0.0,0.2857142857142857,8,11.0,6.285714285714286,0,29,4,0,4.0,2.0,1.0,4.0
BlueDart,2024-04-30,4,2,1,4,4,8.0,5.142857142857143,2,1.0,1.4285714285714286,1,0.0,0.42857142857142855,4,4.0,5.285714285714286,1,30,4,0,8.0,1.0,2.0,2.0
BlueDart,2024-05-01,8,1,2,2,8,7.0,5.142857142857143,1,1.0,1.4285714285714286,2,0.0,0.7142857142857143,2,1.0,5.0,2,1,5,0,6.0,2.0,1.0,5.0
BlueDart,2024-05-02,6,2,1,5,6,6.0,5.0,2,0.0,1.5714285714285714,1,1.0,0.8571428571428571,5,7.0,5.571428571428571,3,2,5,0,3.0,5.0,0.0,6.0
