Date,Company,Pred_Air,Pred_Express,Pred_International,Pred_Surface,target_Air,target_Express,target_International,target_Surface
2025-03-29,Shadowfax,2.6019645,1.2964344,0.255584,2.7972531,5.0,0.0,1.0,2.0
2025-03-29,XpressBees,3.2726007,1.9512283,0.42473274,3.6190436,4.0,1.0,0.0,4.0
2025-03-30,BlueDart,4.033608,2.306204,0.59234977,4.542413,4.0,3.0,1.0,5.0
2025-03-30,DHL Express,6.4470224,3.6364558,0.9648977,7.0971804,11.0,3.0,1.0,4.0
2025-03-30,DTDC,5.8004227,3.2360015,0.7840053,6.1515837,2.0,2.0,1.0,3.0
2025-03-30,Delhivery,6.4550157,3.4760404,1.2881486,7.279805,8.0,4.0,1.0,11.0
2025-03-30,Ecom Express,5.511646,3.2096126,0.669218,6.089775,2.0,4.0,0.0,3.0
2025-03-30,FedEx India,4.131522,2.1711614,0.47193688,4.2039647,0.0,5.0,0.0,6.0
2025-03-30,Shadowfax,2.6568747,1.2120682,0.23100692,2.7385633,2.0,2.0,1.0,4.0
2025-03-30,XpressBees,3.4102018,1.8259162,0.39743707,3.6179063,3.0,2.0,1.0,6.0
2025-03-31,BlueDart,5.2885036,2.1793423,0.68212086,5.1359496,4.0,2.0,0.0,6.0
2025-03-31,DHL Express,7.1633286,3.5606604,1.0138223,7.37163,7.0,3.0,1.0,5.0
2025-03-31,DTDC,6.231193,3.081494,0.9836122,6.667907,6.0,2.0,0.0,4.0
2025-03-31,Delhivery,6.7843866,3.411145,1.0510644,7.923971,8.0,4.0,1.0,5.0
2025-03-31,Ecom Express,5.9429426,3.0527563,0.7692198,6.628728,3.0,1.0,1.0,8.0
2025-03-31,FedEx India,4.115103,2.1558392,0.511742,4.7965794,3.0,4.0,0.0,4.0
2025-03-31,Shadowfax,2.7247841,1.7021601,0.20957358,3.0079517,1.0,3.0,0.0,5.0
2025-03-31,XpressBees,3.5689793,1.8565531,0.5247917,3.9379134,2.0,1.0,1.0,3.0
2025-04-01,BlueDart,3.2894537,2.0498145,0.5310158,4.2591844,5.0,4.0,0.0,3.0
2025-04-01,DHL Express,6.239962,3.3601685,0.41967893,7.600611,9.0,5.0,1.0,7.0
2025-04-01,DTDC,5.2863603,3.0250256,0.6802665,5.9264355,4.0,3.0,0.0,8.0
2025-04-01,Delhivery,6.911119,3.223834,0.66682667,7.314607,3.0,4.0,3.0,7.0
2025-04-01,Ecom Express,5.379075,3.041325,0.64737296,5.815366,1.0,7.0,1.0,6.0
2025-04-01,FedEx India,3.5922046,2.269334,0.5752576,3.952444,5.0,2.0,0.0,7.0
2025-04-01,Shadowfax,2.522815,1.4496307,0.2407871,2.9259517,2.0,0.0,0.0,1.0
2025-04-01,XpressBees,3.1780837,1.8609296,0.5958486,3.7286255,5.0,0.0,1.0,2.0
2025-04-02,BlueDart,3.7774458,2.3198974,0.6510983,4.3303304,7.0,0.0,0.0,3.0
2025-04-02,DHL Express,6.04206,3.3867652,0.6188872,7.277306,5.0,1.0,1.0,8.0
2025-04-02,DTDC,5.2223406,3.145787,0.7060735,5.9449797,6.0,2.0,1.0,8.0
2025-04-02,Delhivery,6.2553844,3.2348406,0.7154775,7.125868,8.0,6.0,4.0,5.0
2025-04-02,Ecom Express,5.58873,2.9290771,0.71699065,5.619645,7.0,3.0,1.0,3.0
2025-04-02,FedEx India,4.039925,2.275273,0.7161139,4.1634493,5.0,0.0,0.0,7.0
2025-04-02,Shadowfax,2.508109,1.4936302,0.22464761,3.063569,3.0,0.0,1.0,2.0
2025-04-02,XpressBees,3.194967,1.8391161,0.6106031,3.867634,5.0,4.0,0.0,3.0
2025-04-03,BlueDart,3.7708602,2.1956742,0.74648887,4.4728394,5.0,2.0,2.0,8.0
2025-04-03,DHL Express,5.8858066,3.4958954,0.6364751,7.167958,8.0,4.0,4.0,14.0
2025-04-03,DTDC,5.374368,3.009644,0.72716475,5.9279633,8.0,3.0,1.0,2.0
2025-04-03,Delhivery,6.1869774,3.1951542,0.83260924,7.051577,1.0,5.0,3.0,5.0
2025-04-03,Ecom Express,5.308896,2.980443,0.7279077,5.727346,5.0,1.0,1.0,8.0
2025-04-03,FedEx India,3.7798622,2.1232102,0.84068006,4.4892707,5.0,1.0,1.0,2.0
2025-04-03,Shadowfax,2.4829798,1.4410254,0.25718707,3.4061284,2.0,0.0,1.0,4.0
2025-04-03,XpressBees,3.1548717,1.7652342,0.6144774,4.1670523,3.0,4.0,0.0,4.0
2025-04-04,BlueDart,3.9514937,2.2900891,0.6016748,4.4654512,6.0,4.0,0.0,4.0
2025-04-04,DHL Express,5.5627966,3.6760077,0.64015687,7.165894,13.0,2.0,1.0,6.0
2025-04-04,DTDC,4.970599,3.1377687,0.5380079,5.8582444,6.0,4.0,0.0,5.0
2025-04-04,Delhivery,6.275685,3.746766,0.6746387,7.465655,6.0,6.0,2.0,6.0
2025-04-04,Ecom Express,5.3319097,3.2143822,0.60098207,5.5032077,4.0,4.0,1.0,9.0
2025-04-04,FedEx India,4.0536838,2.2070415,0.5246271,4.1513867,2.0,1.0,0.0,4.0
2025-04-04,Shadowfax,2.4714777,1.5442386,0.1259541,3.204402,2.0,2.0,1.0,1.0
2025-04-04,XpressBees,3.1311343,1.6207323,0.45578796,3.949779,6.0,2.0,0.0,5.0
2025-04-05,BlueDart,4.0118175,2.2956862,0.64796823,4.433788,6.0,2.0,0.0,5.0
2025-04-05,DHL Express,5.4964848,3.936302,0.707809,7.0494213,6.0,6.0,1.0,5.0
2025-04-05,DTDC,5.511688,2.879236,0.659919,5.9103,4.0,3.0,2.0,4.0
2025-04-05,Delhivery,6.3011847,3.326421,0.77104586,7.662147,10.0,5.0,1.0,6.0
2025-04-05,Ecom Express,5.301868,3.0369203,0.4701936,5.9236035,10.0,4.0,1.0,9.0
2025-04-05,FedEx India,4.109532,2.2200553,0.6507133,4.076833,5.0,1.0,0.0,3.0
2025-04-05,Shadowfax,2.5828326,1.4255868,0.2708428,2.9508288,2.0,1.0,0.0,2.0
2025-04-05,XpressBees,3.238936,1.8469565,0.5701023,3.8897963,3.0,2.0,0.0,1.0
2025-04-06,BlueDart,3.8141696,2.186851,0.583743,4.4852443,3.0,0.0,0.0,2.0
2025-04-06,DHL Express,5.954698,3.8179364,0.82798994,7.2843647,4.0,2.0,2.0,9.0
2025-04-06,DTDC,5.1176357,2.974955,0.6134439,6.129047,4.0,2.0,0.0,7.0
2025-04-06,Delhivery,6.132193,3.1942775,0.74400693,7.7611556,6.0,2.0,3.0,9.0
2025-04-06,Ecom Express,5.255142,2.9619832,0.43377948,6.050688,6.0,0.0,0.0,4.0
2025-04-06,FedEx India,4.0504355,2.1921914,0.7133647,4.1845756,5.0,1.0,1.0,8.0
2025-04-06,Shadowfax,2.6491039,1.3396858,0.23114169,2.8508184,2.0,3.0,0.0,0.0
2025-04-06,XpressBees,3.1789591,1.6850448,0.5823514,3.8630245,3.0,1.0,1.0,3.0
2025-04-07,BlueDart,4.5289416,2.2961128,0.7355382,4.3079143,2.0,2.0,3.0,8.0
2025-04-07,DHL Express,6.070546,3.5429332,0.79238886,7.501639,3.0,6.0,1.0,3.0
2025-04-07,DTDC,4.9016743,3.1275942,0.6953704,6.412519,8.0,4.0,0.0,8.0
2025-04-07,Delhivery,6.07247,3.7190146,0.68675065,7.7236505,8.0,3.0,0.0,9.0
2025-04-07,Ecom Express,4.8085575,3.1716504,0.6497671,6.137073,4.0,3.0,0.0,8.0
2025-04-07,FedEx India,3.9379425,2.2229238,0.67146236,4.227716,6.0,0.0,1.0,3.0
2025-04-07,Shadowfax,2.6833408,1.4331093,0.3284318,2.7417483,4.0,2.0,1.0,0.0
2025-04-07,XpressBees,3.0846305,1.7661663,0.68508476,3.7829862,5.0,1.0,0.0,2.0
2025-04-08,BlueDart,4.160267,2.2928,0.666951,4.561268,3.0,3.0,2.0,6.0
2025-04-08,DHL Express,6.084752,3.6066842,0.8529755,7.2043514,7.0,3.0,1.0,5.0
2025-04-08,DTDC,5.5342064,3.0561147,0.8376707,6.0864024,3.0,4.0,3.0,4.0
2025-04-08,Delhivery,6.2830944,3.888818,0.7618962,7.3395085,5.0,3.0,0.0,7.0
2025-04-08,Ecom Express,5.465089,3.0664833,0.7345326,5.89707,7.0,5.0,1.0,5.0
2025-04-08,FedEx India,4.102682,2.220495,0.58976185,4.2805123,2.0,3.0,0.0,4.0
2025-04-08,Shadowfax,2.76668,1.4765904,0.19817619,2.898248,1.0,2.0,0.0,4.0
2025-04-08,XpressBees,3.396065,1.8856236,0.5636211,3.7951195,2.0,3.0,0.0,3.0
2025-04-09,BlueDart,4.049231,2.2837234,0.58288413,4.501606,3.0,6.0,0.0,6.0
2025-04-09,DHL Express,6.067732,3.650818,0.83548653,7.287209,5.0,4.0,0.0,4.0
2025-04-09,DTDC,5.4565487,3.0228424,0.78236836,6.08279,3.0,6.0,0.0,6.0
2025-04-09,Delhivery,6.150949,3.8630626,0.7837808,7.3555255,5.0,2.0,1.0,9.0
2025-04-09,Ecom Express,5.327544,3.0722215,0.66701573,5.7439904,8.0,3.0,0.0,7.0
2025-04-09,FedEx India,3.527883,2.1929264,0.57866687,4.312699,3.0,2.0,1.0,8.0
2025-04-09,Shadowfax,2.6984646,1.4186476,0.2139762,2.8439386,0.0,2.0,1.0,1.0
2025-04-09,XpressBees,3.4154408,1.8801309,0.553814,3.8089948,3.0,4.0,0.0,3.0
2025-04-10,BlueDart,4.058248,2.2377377,0.5123457,4.4903455,4.0,1.0,0.0,4.0
2025-04-10,DHL Express,5.9129643,3.657229,0.7861796,7.035284,3.0,4.0,0.0,8.0
2025-04-10,DTDC,5.3745766,3.0228424,0.7248092,5.996499,3.0,5.0,0.0,8.0
2025-04-10,Delhivery,6.095765,3.873703,0.7161702,7.326537,11.0,0.0,0.0,12.0
2025-04-10,Ecom Express,5.3074064,3.0981464,0.6204403,5.760028,4.0,4.0,2.0,8.0
2025-04-10,FedEx India,4.0404825,2.2150023,0.58584553,4.2294006,1.0,3.0,0.0,5.0
2025-04-10,Shadowfax,2.5402002,1.3911897,0.18868233,2.878823,2.0,1.0,1.0,2.0
2025-04-10,XpressBees,3.268929,1.8675917,0.52517366,3.5598311,7.0,1.0,0.0,7.0
2025-04-11,BlueDart,4.0584726,2.2796028,0.49497935,4.4957685,6.0,0.0,2.0,2.0
2025-04-11,DHL Express,5.9837685,3.8794873,0.7696976,7.16009,6.0,4.0,0.0,3.0
2025-04-11,DTDC,5.2995906,3.1402512,0.7255709,6.157946,3.0,1.0,1.0,4.0
2025-04-11,Delhivery,6.501881,4.0549226,0.7522758,7.47383,6.0,3.0,0.0,7.0
2025-04-11,Ecom Express,5.4182653,3.3362837,0.6193892,5.848168,4.0,2.0,0.0,3.0
2025-04-11,FedEx India,4.1294656,2.2709672,0.6517725,4.283952,3.0,2.0,1.0,5.0
2025-04-11,Shadowfax,2.5137863,1.4181373,0.1934269,2.8787777,1.0,0.0,1.0,4.0
2025-04-11,XpressBees,3.294284,1.8651651,0.5250559,3.8181674,1.0,3.0,0.0,2.0
2025-04-12,BlueDart,4.038492,2.2642221,0.5667596,4.5777225,3.0,2.0,0.0,5.0
2025-04-12,DHL Express,6.187266,3.920135,0.8841406,7.2693696,3.0,4.0,0.0,10.0
2025-04-12,DTDC,5.5187182,3.05416,0.76270527,6.0185747,3.0,4.0,0.0,6.0
2025-04-12,Delhivery,6.4367485,3.815704,0.908784,7.408581,4.0,0.0,0.0,6.0
2025-04-12,Ecom Express,5.4182453,3.1928852,0.62877405,6.062575,4.0,2.0,3.0,4.0
2025-04-12,FedEx India,4.084651,2.2728078,0.6987586,4.244742,4.0,2.0,0.0,1.0
2025-04-12,Shadowfax,2.5258281,1.5660428,0.21152334,2.8123164,2.0,1.0,0.0,2.0
2025-04-12,XpressBees,3.326629,2.0075295,0.54836327,3.7143087,3.0,5.0,1.0,3.0
2025-04-13,BlueDart,4.098734,2.2802958,0.5064334,4.5341644,5.0,1.0,0.0,3.0
2025-04-13,DHL Express,6.4093647,3.8965232,0.9774571,7.402273,9.0,3.0,1.0,5.0
2025-04-13,DTDC,5.1300235,3.0040886,0.72415894,6.1776786,5.0,3.0,1.0,13.0
2025-04-13,Delhivery,6.5043135,3.748785,0.9728621,7.645136,8.0,3.0,2.0,8.0
2025-04-13,Ecom Express,5.2571697,3.1159723,0.5742568,6.10762,8.0,4.0,2.0,5.0
2025-04-13,FedEx India,4.0068545,2.2679038,0.6934843,4.2759314,3.0,2.0,0.0,8.0
2025-04-13,Shadowfax,2.4849935,1.3440291,0.211866,2.5973163,2.0,0.0,0.0,1.0
2025-04-13,XpressBees,3.3873074,1.8646706,0.55237484,3.6975305,7.0,2.0,0.0,2.0
2025-04-14,BlueDart,4.2041235,2.3028219,0.58413434,4.5239353,3.0,2.0,2.0,2.0
2025-04-14,DHL Express,6.2361045,3.7989538,0.97353214,7.448606,9.0,2.0,1.0,9.0
2025-04-14,DTDC,4.9176016,3.3314483,0.8432179,6.2148724,6.0,4.0,0.0,7.0
2025-04-14,Delhivery,6.401243,3.6212285,0.917375,7.5500464,9.0,6.0,1.0,6.0
2025-04-14,Ecom Express,4.8780704,3.2653732,0.7343774,6.172511,4.0,3.0,0.0,4.0
2025-04-14,FedEx India,4.0324817,2.2301571,0.5863849,4.197323,6.0,3.0,0.0,6.0
2025-04-14,Shadowfax,2.560699,1.3361293,0.27687475,2.785748,3.0,2.0,0.0,3.0
2025-04-14,XpressBees,3.3187997,1.8665551,0.62125677,3.7669277,4.0,2.0,0.0,2.0
2025-04-15,BlueDart,3.9546263,2.2291222,0.63344896,4.604244,1.0,0.0,1.0,6.0
2025-04-15,DHL Express,6.378554,3.7516644,1.0378525,7.3806334,4.0,3.0,0.0,2.0
2025-04-15,DTDC,5.1847653,3.129064,1.0184808,6.0023155,4.0,1.0,1.0,7.0
2025-04-15,Delhivery,6.569789,3.7168782,1.1029867,7.5481124,10.0,9.0,2.0,9.0
2025-04-15,Ecom Express,5.2967296,3.188979,0.8635163,5.889372,3.0,1.0,0.0,4.0
2025-04-15,FedEx India,3.9854195,2.224658,0.6490436,4.293737,5.0,3.0,1.0,1.0
2025-04-15,Shadowfax,2.5228555,1.3476434,0.18981974,2.9091437,2.0,0.0,0.0,0.0
2025-04-15,XpressBees,3.3519237,1.8625977,0.49809906,3.807428,3.0,2.0,0.0,0.0
2025-04-16,BlueDart,3.9742126,2.276312,0.6423773,4.604244,8.0,4.0,1.0,3.0
2025-04-16,DHL Express,6.474982,3.857764,1.030166,7.417655,4.0,2.0,2.0,6.0
2025-04-16,DTDC,5.265197,3.1061738,1.0023476,6.1488976,0.0,6.0,0.0,4.0
2025-04-16,Delhivery,6.9864993,3.7049766,1.0993494,7.598941,5.0,3.0,0.0,6.0
2025-04-16,Ecom Express,5.3905997,3.2496684,0.86726093,6.0130644,5.0,4.0,1.0,7.0
2025-04-16,FedEx India,4.1227627,2.218984,0.61158675,4.2876053,1.0,0.0,1.0,2.0
2025-04-16,Shadowfax,2.7327332,1.3811378,0.19157594,2.9022493,0.0,0.0,2.0,2.0
2025-04-16,XpressBees,3.4405653,1.8407842,0.49021256,3.7656763,5.0,1.0,2.0,5.0
2025-04-17,BlueDart,4.0205264,2.2438648,0.5976029,4.608414,4.0,3.0,0.0,6.0
2025-04-17,DHL Express,6.4564133,3.861783,1.1285747,7.156461,6.0,3.0,0.0,5.0
2025-04-17,DTDC,5.5478635,3.1290252,0.95553696,6.0519085,5.0,2.0,0.0,3.0
2025-04-17,Delhivery,6.9886813,3.7247956,1.0556304,7.5326023,4.0,3.0,1.0,5.0
2025-04-17,Ecom Express,5.444496,3.2615218,0.8101469,5.9580626,6.0,2.0,3.0,3.0
2025-04-17,FedEx India,3.568616,2.2032127,0.54224,4.3025403,2.0,3.0,0.0,5.0
2025-04-17,Shadowfax,2.671835,1.3874425,0.203309,2.8859768,1.0,1.0,0.0,1.0
2025-04-17,XpressBees,3.3962903,1.8470888,0.49422267,3.717994,1.0,2.0,2.0,4.0
2025-04-18,BlueDart,3.996924,2.2665164,0.53974247,4.588181,4.0,2.0,1.0,6.0
2025-04-18,DHL Express,6.2135344,3.9443903,0.92527086,7.1768312,11.0,8.0,4.0,7.0
2025-04-18,DTDC,5.1153426,3.1362064,0.8922705,6.0236025,10.0,3.0,3.0,7.0
2025-04-18,Delhivery,6.897773,3.8056083,0.9514213,7.5102124,7.0,3.0,1.0,5.0
2025-04-18,Ecom Express,5.3857913,3.2373505,0.7647059,5.870541,7.0,3.0,0.0,7.0
2025-04-18,FedEx India,4.1748796,2.2529163,0.6444915,4.336352,2.0,4.0,1.0,4.0
2025-04-18,Shadowfax,2.4892006,1.4192227,0.20229156,2.8705466,4.0,1.0,0.0,0.0
2025-04-18,XpressBees,3.2986398,1.878869,0.4918045,3.7342796,2.0,2.0,2.0,1.0
2025-04-19,BlueDart,3.9988132,2.3670337,0.55034786,4.611208,4.0,3.0,0.0,5.0
2025-04-19,DHL Express,6.018963,4.0515924,0.94046134,7.282643,6.0,4.0,0.0,8.0
2025-04-19,DTDC,5.051275,3.1155047,0.8453293,6.101082,4.0,1.0,1.0,7.0
2025-04-19,Delhivery,6.3811207,3.812661,1.0541775,7.4580154,6.0,5.0,2.0,8.0
2025-04-19,Ecom Express,5.229576,3.1146429,0.74408793,6.0969243,5.0,8.0,0.0,6.0
2025-04-19,FedEx India,4.030497,2.3075764,0.67292297,4.2883854,4.0,2.0,0.0,1.0
2025-04-19,Shadowfax,2.5964856,1.4683335,0.23967218,2.6853237,0.0,0.0,0.0,3.0
2025-04-19,XpressBees,3.2772202,2.0016272,0.5083983,3.640871,3.0,0.0,0.0,3.0
2025-04-20,BlueDart,4.002063,2.4450746,0.5342216,4.6338186,5.0,2.0,1.0,0.0
2025-04-20,DHL Express,6.046263,3.8202255,0.9959444,7.0332,5.0,6.0,1.0,9.0
2025-04-20,DTDC,5.013713,3.092084,0.82718945,6.261271,4.0,5.0,2.0,2.0
2025-04-20,Delhivery,6.54628,3.6876915,1.184027,7.5661254,8.0,7.0,0.0,11.0
2025-04-20,Ecom Express,5.1963468,3.1458428,0.7321547,6.334181,5.0,2.0,3.0,5.0
2025-04-20,FedEx India,3.9507005,2.3025427,0.6652081,4.3268166,5.0,2.0,0.0,4.0
2025-04-20,Shadowfax,2.6557684,1.4150108,0.2316319,2.556801,1.0,4.0,1.0,2.0
2025-04-20,XpressBees,3.4324484,1.9601183,0.5401766,3.6219263,3.0,5.0,2.0,4.0
2025-04-21,BlueDart,3.8956602,2.2438438,0.557614,4.860139,2.0,2.0,2.0,6.0
2025-04-21,DHL Express,5.6554203,4.0547113,0.8994096,7.0746655,6.0,0.0,2.0,11.0
2025-04-21,DTDC,4.6226764,3.4237106,0.9887357,6.6660657,6.0,2.0,1.0,13.0
2025-04-21,Delhivery,6.284476,3.7950945,1.0075955,7.821643,12.0,2.0,0.0,12.0
2025-04-21,Ecom Express,4.806177,3.2925422,0.8207482,6.7074656,4.0,2.0,3.0,3.0
2025-04-21,FedEx India,4.043021,2.3724701,0.64850175,4.619405,4.0,0.0,0.0,2.0
2025-04-21,Shadowfax,2.712609,1.4327109,0.28138387,2.9974072,2.0,3.0,1.0,1.0
2025-04-21,XpressBees,3.342776,1.9872824,0.60057575,3.6320481,2.0,2.0,0.0,6.0
2025-04-22,BlueDart,3.9241576,2.2637572,0.56341195,4.712221,6.0,3.0,1.0,4.0
2025-04-22,DHL Express,5.9061613,3.868683,0.80515105,7.0793843,4.0,2.0,2.0,5.0
2025-04-22,DTDC,5.194402,3.192729,0.77592725,6.2833977,6.0,2.0,0.0,3.0
2025-04-22,Delhivery,6.625826,3.8190901,0.7946634,7.5683813,6.0,5.0,0.0,5.0
2025-04-22,Ecom Express,5.263957,3.2102141,0.8024586,6.069217,1.0,5.0,0.0,7.0
2025-04-22,FedEx India,3.8738818,2.3346477,0.54086244,4.2427006,6.0,1.0,1.0,5.0
2025-04-22,Shadowfax,2.6578774,1.3880895,0.16768104,3.0226574,1.0,2.0,0.0,6.0
2025-04-22,XpressBees,3.3701315,1.9662347,0.45595455,3.7189448,8.0,3.0,2.0,4.0
2025-04-23,BlueDart,3.887357,2.2390008,0.5870799,4.606443,5.0,3.0,1.0,9.0
2025-04-23,DHL Express,5.9617505,3.9091191,0.81272364,7.1107836,4.0,2.0,2.0,7.0
2025-04-23,DTDC,5.240764,3.108151,0.82521415,6.2514186,8.0,3.0,1.0,7.0
2025-04-23,Delhivery,6.421931,3.7607524,0.7472229,7.4754996,7.0,5.0,1.0,7.0
2025-04-23,Ecom Express,5.5607834,3.1350527,0.81168085,6.2004337,5.0,1.0,1.0,8.0
2025-04-23,FedEx India,4.047482,2.337729,0.63945186,4.2460656,3.0,1.0,0.0,6.0
2025-04-23,Shadowfax,2.6919234,1.3490472,0.19861737,2.9440236,1.0,0.0,0.0,0.0
2025-04-23,XpressBees,3.3725882,1.916656,0.45918092,3.7069423,3.0,1.0,1.0,5.0
2025-04-24,BlueDart,3.9191341,2.2366045,0.7115932,4.622494,6.0,2.0,0.0,9.0
2025-04-24,DHL Express,6.0143523,3.8656511,0.818622,6.8255816,7.0,1.0,2.0,7.0
2025-04-24,DTDC,5.382844,3.1140294,0.918521,6.165761,6.0,1.0,0.0,6.0
2025-04-24,Delhivery,6.437257,3.7807927,0.86983556,7.486882,4.0,5.0,0.0,4.0
2025-04-24,Ecom Express,5.74277,3.1789348,0.77558357,6.0429034,4.0,4.0,0.0,9.0
2025-04-24,FedEx India,4.352013,2.2722707,0.61705846,4.21625,6.0,6.0,1.0,5.0
2025-04-24,Shadowfax,2.5988848,1.3641717,0.21841499,2.8996375,3.0,3.0,0.0,1.0
2025-04-24,XpressBees,3.3657084,1.9205034,0.4835545,3.7448556,1.0,0.0,0.0,5.0
2025-04-25,BlueDart,3.9589298,2.300466,0.6513983,4.317145,4.0,3.0,0.0,5.0
2025-04-25,DHL Express,6.0646405,3.7102072,0.95968175,6.9936523,6.0,2.0,1.0,6.0
2025-04-25,DTDC,5.3894033,3.1335804,0.9155649,5.990067,4.0,1.0,1.0,8.0
2025-04-25,Delhivery,6.4066606,3.940303,0.95791453,7.532623,9.0,7.0,1.0,8.0
2025-04-25,Ecom Express,5.7697525,3.2303672,0.76836735,5.8960476,6.0,1.0,2.0,5.0
2025-04-25,FedEx India,4.004742,2.277923,0.58369386,4.1922355,3.0,3.0,1.0,6.0
2025-04-25,Shadowfax,2.5930398,1.4022809,0.22793265,2.863629,2.0,1.0,0.0,2.0
2025-04-25,XpressBees,3.3722677,1.936484,0.49307215,3.7638228,4.0,3.0,0.0,3.0
2025-04-26,BlueDart,3.8223736,2.264329,0.66716725,4.4587173,1.0,2.0,0.0,4.0
2025-04-26,DHL Express,6.1296873,3.651635,0.94184273,7.475773,7.0,1.0,0.0,3.0
2025-04-26,DTDC,5.373955,3.0131748,0.87419665,6.4719124,3.0,5.0,0.0,4.0
2025-04-26,Delhivery,6.367913,3.6407685,1.0138329,7.733908,12.0,1.0,1.0,5.0
2025-04-26,Ecom Express,5.630679,3.025823,0.6895872,6.3532276,3.0,3.0,2.0,8.0
2025-04-26,FedEx India,4.006279,2.2170193,0.59792167,4.1784554,2.0,2.0,0.0,3.0
2025-04-26,Shadowfax,2.628897,1.3187249,0.28030783,2.762686,1.0,1.0,2.0,4.0
2025-04-26,XpressBees,3.3890352,1.9285705,0.5375815,3.6954622,3.0,1.0,0.0,2.0
2025-04-27,BlueDart,4.1252465,2.4956288,0.6977448,4.5083094,5.0,1.0,1.0,5.0
2025-04-27,DHL Express,6.584357,3.7866728,0.9519417,7.6093726,5.0,6.0,2.0,7.0
2025-04-27,DTDC,5.643155,3.0843403,0.78260285,6.313301,4.0,3.0,0.0,2.0
2025-04-27,Delhivery,6.7059264,3.4125044,1.1053901,7.898704,7.0,4.0,2.0,6.0
2025-04-27,Ecom Express,5.863095,3.1087482,0.66126424,6.4838443,5.0,1.0,0.0,8.0
2025-04-27,FedEx India,4.378961,2.213109,0.5670499,4.2083836,3.0,2.0,0.0,6.0
2025-04-27,Shadowfax,2.7218263,1.2493219,0.2838061,2.8869488,2.0,3.0,1.0,1.0
2025-04-27,XpressBees,3.4978867,1.890199,0.53892094,3.7992675,2.0,1.0,1.0,3.0
2025-04-28,BlueDart,4.0229654,2.3097873,0.68693703,4.116278,5.0,0.0,0.0,1.0
2025-04-28,DHL Express,6.054575,3.8126354,1.1233618,6.664345,6.0,2.0,0.0,8.0
2025-04-28,DTDC,5.347511,3.345633,1.0596744,5.8321786,6.0,4.0,0.0,8.0
2025-04-28,Delhivery,6.440083,3.5455775,0.9048107,7.291841,5.0,3.0,0.0,8.0
2025-04-28,Ecom Express,5.347464,3.1759348,0.88756603,6.023948,5.0,6.0,1.0,2.0
2025-04-28,FedEx India,3.8164656,2.2029645,0.61290044,4.062677,3.0,1.0,1.0,1.0
2025-04-28,Shadowfax,2.5955296,1.1908181,0.28531876,3.0031226,3.0,0.0,0.0,1.0
2025-04-28,XpressBees,3.20045,1.8602692,0.6926938,3.7313383,3.0,4.0,1.0,5.0
2025-04-29,BlueDart,3.5987957,2.2108817,0.52623415,4.208495,9.0,1.0,0.0,4.0
2025-04-29,DHL Express,6.1929207,3.6315913,0.94381195,6.935316,7.0,1.0,1.0,11.0
2025-04-29,DTDC,5.743275,3.1340175,0.63198274,5.997664,12.0,0.0,0.0,8.0
2025-04-29,Delhivery,6.214948,3.6797037,0.968149,7.3342943,8.0,3.0,0.0,11.0
2025-04-29,Ecom Express,5.7434263,3.1252854,0.53630024,6.021975,3.0,4.0,1.0,8.0
2025-04-29,FedEx India,3.4258008,2.298368,0.39158696,4.014444,2.0,0.0,0.0,6.0
2025-04-29,Shadowfax,2.5816107,1.2269788,0.24167475,2.8588507,2.0,2.0,0.0,2.0
2025-04-29,XpressBees,3.2064419,1.8659275,0.41580695,3.7242513,5.0,2.0,0.0,1.0
2025-04-30,BlueDart,3.9773498,2.2490668,0.5850549,4.318228,3.0,0.0,1.0,5.0
2025-04-30,DHL Express,6.302572,3.700509,1.0155944,6.763028,11.0,3.0,1.0,4.0
2025-04-30,DTDC,5.777482,3.1984756,1.0140482,5.905721,5.0,6.0,0.0,8.0
2025-04-30,Delhivery,6.2913027,3.8126624,1.1540082,7.195881,8.0,4.0,1.0,9.0
2025-04-30,Ecom Express,5.895079,3.2236695,0.8559425,5.9491806,5.0,2.0,0.0,9.0
2025-04-30,FedEx India,3.4712913,2.2735503,0.451873,4.0691276,2.0,1.0,0.0,3.0
2025-04-30,Shadowfax,2.596019,1.1985039,0.24784003,2.934927,1.0,0.0,0.0,2.0
2025-04-30,XpressBees,3.3022697,1.7924155,0.43955576,3.7042325,1.0,2.0,0.0,4.0
2025-05-01,BlueDart,3.6215398,2.2496974,0.5736776,4.332507,7.0,3.0,0.0,5.0
2025-05-01,DHL Express,5.892715,3.5972443,0.5119382,7.3864956,9.0,2.0,0.0,5.0
2025-05-01,DTDC,5.16904,3.0133026,0.72024274,5.7886744,2.0,4.0,0.0,10.0
2025-05-01,Delhivery,6.3226323,3.688047,0.6933719,7.4904513,8.0,4.0,1.0,7.0
2025-05-01,Ecom Express,5.3918214,3.137564,0.6209867,5.5302267,3.0,0.0,1.0,7.0
2025-05-01,FedEx India,3.5040507,2.2169745,0.6471012,4.4238696,0.0,1.0,0.0,2.0
2025-05-01,Shadowfax,2.4826877,1.5258248,0.24268784,3.0162683,5.0,0.0,1.0,3.0
2025-05-01,XpressBees,3.1972783,1.8372493,0.59883595,3.7247968,2.0,4.0,0.0,4.0
2025-05-02,BlueDart,3.9590113,2.2722006,0.634754,4.6346517,3.0,2.0,3.0,3.0
2025-05-02,DHL Express,5.7834926,4.0368733,0.5297232,7.3138604,8.0,2.0,0.0,9.0
